Relação categoria x cluster detalhada - BR todos sem capital de UF e conurbados,,,,,
"Os nomes dos municípios foram agrupados por categoria e cluster, com separação por linha dentro de cada célula.",,,,,
,,,,,
Categoria,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
Aimorés (MG)
Almeirim (PA)
Almenara (MG)
Amarante (PI)
Araguatins (TO)
Araripina (PE)
Araçuaí (MG)
Arcoverde (PE)
Açailândia (MA)
Bacabal (MA)
Barra do Corda (MA)
Barras (PI)
Belo Jardim (PE)
Bom Jesus da Lapa (BA)
Brejo Santo (CE)
Brumado (BA)
Cajazeiras (PB)
Cametá (PA)
Campo Maior (PI)
Capelinha (MG)
Caracaraí (RR)
Carangola (MG)
Caratinga (MG)
Catolé do Rocha (PB)
Codó (MA)
Colinas (MA)
Conceição do Coité (BA)
Currais Novos (RN)
Cícero Dantas (BA)
Delmiro Gouveia (AL)
Dores do Indaiá (MG)
Espinosa (MG)
Euclides da Cunha (BA)
Icó (CE)
Itaberaba (BA)
Itaporanga (PB)
Jacobina (BA)
Janaúba (MG)
Jeremoabo (BA)
Laranjal do Jari (AP)
Mantena (MG)
Monteiro (PB)
Oeiras (PI)
Oriximiná (PA)
Pacaraima (RR)
Paragominas (PA)
Paranacity (PR)
Pau dos Ferros (RN)
Pedra Azul (MG)
Pedreiras (MA)
Piripiri (PI)
Pombal (PB)
Princesa Isabel (PB)
Pão de Açúcar (AL)
Ribeira do Pombal (BA)
Salgueiro (PE)
Salinas (MG)
Santana do Ipanema (AL)
Seabra (BA)
Senhor do Bonfim (BA)
Sumé (PB)
São Benedito (CE)
São João dos Patos (MA)
Tauá (CE)
Timon (MA)
Tocantinópolis (TO)
Tucuruí (PA)
Uruçuí (PI)
Valença do Piauí (PI)
Xique-Xique (BA)
Águas Formosas (MG)"
demais municipios,"Abdon Batista (SC)
Abelardo Luz (SC)
Adolfo (SP)
Agrolândia (SC)
Agronômica (SC)
Aguaí (SP)
Agudos (SP)
Ajuricaba (RS)
Alambari (SP)
Alegrete (RS)
Alfredo Marcondes (SP)
Almirante Tamandaré do Sul (RS)
Alpestre (RS)
Altair (SP)
Altamira do Paraná (PR)
Altinópolis (SP)
Alto Alegre (RS)
Alto Alegre (SP)
Alto Bela Vista (SC)
Alvinlândia (SP)
Alvorada do Sul (PR)
Americana (SP)
Ampére (PR)
Américo Brasiliense (SP)
Américo de Campos (SP)
Analândia (SP)
Anchieta (SC)
Andirá (PR)
Andradas (MG)
André da Rocha (RS)
Angatuba (SP)
Anhembi (SP)
Anhumas (SP)
Anta Gorda (RS)
Antônio Dias (MG)
Antônio Prado (RS)
Arabutã (SC)
Aramina (SP)
Arandu (SP)
Arapongas (PR)
Arapoti (PR)
Arapuá (MG)
Araruna (PR)
Aratiba (RS)
Araçoiaba da Serra (SP)
Araújos (MG)
Arco-Íris (SP)
Arcos (MG)
Arealva (SP)
Areiópolis (SP)
Ariranha (SP)
Arroio Trinta (SC)
Artur Nogueira (SP)
Arvoredo (SC)
Aspásia (SP)
Assaí (PR)
Astorga (PR)
Atalaia (PR)
Atalanta (SC)
Augusto Pestana (RS)
Avanhandava (SP)
Avaí (SP)
Bady Bassitt (SP)
Balneário Camboriú (SC)
Bandeirantes (PR)
Barbosa (SP)
Bariri (SP)
Barra Bonita (SC)
Barra Bonita (SP)
Barra Funda (RS)
Barra do Chapéu (SP)
Barracão (PR)
Barrinha (SP)
Barão de Antonina (SP)
Barão de Cocais (MG)
Barão de Cotegipe (RS)
Bastos (SP)
Batatais (SP)
Bebedouro (SP)
Belmonte (SC)
Belo Oriente (MG)
Bernardino de Campos (SP)
Bilac (SP)
Bituruna (PR)
Boa Esperança (MG)
Boa Esperança (PR)
Boa Esperança do Iguaçu (PR)
Boa Esperança do Sul (SP)
Boa Vista das Missões (RS)
Boa Vista do Buricá (RS)
Boa Vista do Cadeado (RS)
Boa Vista do Incra (RS)
Bocaina (SP)
Bofete (SP)
Boituva (SP)
Bom Despacho (MG)
Bom Jesus (SC)
Bom Jesus do Oeste (SC)
Bom Sucesso do Sul (PR)
Boracéia (SP)
Borborema (SP)
Borebi (SP)
Borrazópolis (PR)
Borá (SP)
Bozano (RS)
Braganey (PR)
Braço do Trombudo (SC)
Braúna (SP)
Brejo Alegre (SP)
Brodowski (SP)
Brotas (SP)
Brumadinho (MG)
Brunópolis (SC)
Buri (SP)
Buritama (SP)
Buritizal (SP)
Bálsamo (SP)
Cabrália Paulista (SP)
Caconde (SP)
Caeté (MG)
Cafeara (PR)
Cafelândia (SP)
Caiabu (SP)
Caibaté (RS)
Caibi (SC)
Caiçara (RS)
Cajobi (SP)
